result,,,,
565,5,,,
0,1.92E-18,-5.94E-19,8.72E-18,-7.80E-17
0.03,2.18E-18,-2.94E-18,8.72E-18,-7.80E-17
0.06,-0.02512,-0.02959,-1.677,-1.968
0.09,-0.08727,-0.09609,-2.479,-2.437
0.12,-0.166,-0.1664,-2.783,-2.222
0.15,-0.2495,-0.2265,-2.79,-1.77
0.18,-0.3311,-0.2718,-2.645,-1.246
0.21,-0.4074,-0.301,-2.435,-0.7089
0.24,-0.4771,-0.3142,-2.202,-0.1872
0.27,-0.5396,-0.3124,-1.963,0.2976
0.3,-0.595,-0.2968,-1.723,0.7314
0.33,-0.6431,-0.2691,-1.48,1.107
0.36,-0.6839,-0.2311,-1.235,1.421
0.39,-0.7172,-0.1845,-0.9867,1.677
0.42,-0.7431,-0.1311,-0.7351,1.877
0.45,-0.7614,-0.07242,-0.4817,2.028
0.48,-0.7721,-0.009876,-0.228,2.133
0.51,-0.7752,0.05524,0.02388,2.199
0.54,-0.7708,0.1218,0.2719,2.228
0.57,-0.7591,0.1888,0.514,2.227
0.6,-0.7403,0.2553,0.748,2.197
0.63,-0.7145,0.3206,0.972,2.143
0.66,-0.6823,0.3839,1.184,2.066
0.69,-0.6438,0.4446,1.384,1.968
0.72,-0.5995,0.5019,1.569,1.85
0.75,-0.5499,0.5555,1.739,1.714
0.78,-0.4955,0.6046,1.893,1.56
0.81,-0.4366,0.6488,2.029,1.389
0.84,-0.3739,0.6877,2.148,1.204
0.87,-0.308,0.7208,2.248,1.005
0.9,-0.2393,0.7477,2.329,0.7939
0.93,-0.1684,0.7681,2.39,0.5735
0.96,-0.09603,0.7817,2.431,0.3456
0.99,-0.02274,0.7885,2.451,0.1126
1.02,0.05082,0.7882,2.449,-0.1231
1.05,0.124,0.7808,2.427,-0.359
1.08,0.1962,0.7664,2.383,-0.5928
1.11,0.2668,0.745,2.318,-0.8222
1.14,0.3351,0.7169,2.233,-1.045
1.17,0.4005,0.6823,2.128,-1.259
1.2,0.4625,0.6414,2.003,-1.462
1.23,0.5204,0.5947,1.861,-1.652
1.26,0.5738,0.5425,1.701,-1.828
1.29,0.6222,0.4853,1.526,-1.987
1.32,0.6651,0.4236,1.337,-2.127
1.35,0.7021,0.3581,1.135,-2.247
1.38,0.7329,0.2893,0.9215,-2.346
1.41,0.7572,0.2179,0.6988,-2.421
1.44,0.7747,0.1446,0.4686,-2.471
1.47,0.7852,0.07017,0.2331,-2.496
1.5,0.7886,-0.004657,-0.005624,-2.496
1.53,0.7848,-0.07915,-0.2449,-2.472
1.56,0.7739,-0.1526,-0.4821,-2.424
1.59,0.756,-0.2243,-0.7144,-2.355
1.62,0.7313,-0.2937,-0.9394,-2.266
1.65,0.6999,-0.3603,-1.154,-2.16
1.68,0.6623,-0.4234,-1.358,-2.038
1.71,0.6189,-0.4826,-1.547,-1.901
1.74,0.5699,-0.5376,-1.721,-1.751
1.77,0.516,-0.5878,-1.879,-1.588
1.8,0.4576,-0.633,-2.019,-1.412
1.83,0.3952,-0.6727,-2.141,-1.226
1.86,0.3295,-0.7066,-2.244,-1.029
1.89,0.2609,-0.7345,-2.327,-0.8227
1.92,0.1902,-0.7561,-2.391,-0.6091
1.95,0.1178,-0.7711,-2.433,-0.3894
1.98,0.04451,-0.7794,-2.455,-0.1654
2.01,-0.02917,-0.781,-2.456,0.06095
2.04,-0.1026,-0.7758,-2.435,0.2878
2.07,-0.175,-0.7637,-2.394,0.5131
2.1,-0.246,-0.7449,-2.332,0.7348
2.13,-0.3148,-0.7196,-2.25,0.9509
2.16,-0.3808,-0.6878,-2.149,1.16
2.19,-0.4435,-0.6499,-2.028,1.359
2.22,-0.5023,-0.6062,-1.89,1.546
2.25,-0.5567,-0.5571,-1.735,1.721
2.28,-0.6063,-0.503,-1.564,1.88
2.31,-0.6504,-0.4443,-1.378,2.023
2.34,-0.6889,-0.3816,-1.18,2.147
2.37,-0.7212,-0.3155,-0.9714,2.251
2.4,-0.7471,-0.2466,-0.7529,2.335
2.43,-0.7663,-0.1755,-0.527,2.396
2.46,-0.7787,-0.1029,-0.2959,2.435
2.49,-0.7842,-0.02939,-0.06175,2.451
2.52,-0.7826,0.04424,0.1729,2.445
2.55,-0.774,0.1174,0.4057,2.418
2.58,-0.7584,0.1894,0.6342,2.371
2.61,-0.7362,0.2597,0.8559,2.304
2.64,-0.7074,0.3277,1.069,2.219
2.67,-0.6723,0.3929,1.271,2.117
2.7,-0.6314,0.4548,1.462,1.997
2.73,-0.5849,0.5127,1.638,1.861
2.76,-0.5334,0.5663,1.8,1.709
2.79,-0.4772,0.6151,1.946,1.541
2.82,-0.4168,0.6586,2.076,1.358
2.85,-0.3528,0.6964,2.187,1.163
2.88,-0.2858,0.728,2.28,0.9547
2.91,-0.2162,0.7533,2.354,0.7367
2.94,-0.1447,0.7719,2.408,0.5104
2.97,-0.07193,0.7836,2.441,0.278
3,0.001563,0.7883,2.454,0.04176
3.03,0.07511,0.7858,2.445,-0.1959
3.06,0.1481,0.7762,2.415,-0.4327
3.09,0.2198,0.7596,2.364,-0.6663
3.12,0.2897,0.7361,2.293,-0.8945
3.15,0.3571,0.7058,2.2,-1.115
3.18,0.4215,0.6691,2.089,-1.326
3.21,0.4822,0.6263,1.958,-1.525
3.24,0.5387,0.5777,1.81,-1.711
3.27,0.5905,0.5238,1.645,-1.882
3.3,0.6371,0.4651,1.465,-2.035
3.33,0.6781,0.4021,1.271,-2.169
3.36,0.7131,0.3354,1.065,-2.282
3.39,0.7417,0.2657,0.8483,-2.373
3.42,0.7638,0.1936,0.6229,-2.44
3.45,0.7789,0.1199,0.3907,-2.482
3.48,0.7871,0.04522,0.1538,-2.499
3.51,0.7881,-0.02957,-0.08538,-2.491
3.54,0.782,-0.1038,-0.3243,-2.458
3.57,0.7687,-0.1767,-0.5601,-2.403
3.6,0.7485,-0.2478,-0.7903,-2.327
3.63,0.7216,-0.3163,-1.012,-2.233
3.66,0.6881,-0.3817,-1.224,-2.121
3.69,0.6485,-0.4436,-1.422,-1.994
3.72,0.6031,-0.5014,-1.607,-1.853
3.75,0.5525,-0.5549,-1.776,-1.698
3.78,0.497,-0.6035,-1.928,-1.531
3.81,0.4372,-0.6468,-2.062,-1.351
3.84,0.3737,-0.6847,-2.178,-1.161
3.87,0.3069,-0.7166,-2.274,-0.961
3.9,0.2376,-0.7424,-2.351,-0.7523
3.93,0.1662,-0.7618,-2.407,-0.5365
3.96,0.09348,-0.7746,-2.443,-0.3152
3.99,0.01996,-0.7807,-2.457,-0.09016
4.02,-0.05369,-0.78,-2.451,0.1366
4.05,-0.1269,-0.7725,-2.424,0.3632
4.08,-0.1989,-0.7582,-2.376,0.5875
4.11,-0.2692,-0.7372,-2.307,0.8076
4.14,-0.3371,-0.7097,-2.219,1.021
4.17,-0.4021,-0.6759,-2.111,1.227
4.2,-0.4636,-0.636,-1.984,1.423
4.23,-0.521,-0.5905,-1.84,1.606
4.26,-0.5738,-0.5396,-1.679,1.776
4.29,-0.6216,-0.4839,-1.503,1.93
4.32,-0.6639,-0.4238,-1.314,2.066
4.35,-0.7003,-0.3599,-1.112,2.184
4.38,-0.7305,-0.2928,-0.8995,2.282
4.41,-0.7542,-0.2231,-0.6783,2.358
4.44,-0.7712,-0.1514,-0.4505,2.411
4.47,-0.7813,-0.07843,-0.2181,2.443
4.5,-0.7844,-0.004838,0.01653,2.452
4.53,-0.7805,0.0687,0.2509,2.439
4.56,-0.7696,0.1415,0.4824,2.405
4.59,-0.7518,0.2131,0.7089,2.351
4.62,-0.7273,0.2827,0.928,2.278
4.65,-0.6964,0.3498,1.138,2.187
4.68,-0.6593,0.4139,1.336,2.079
4.71,-0.6165,0.4745,1.522,1.954
4.74,-0.5683,0.5311,1.694,1.812
4.77,-0.5151,0.5832,1.851,1.654
4.8,-0.4575,0.6302,1.991,1.482
4.83,-0.3959,0.6718,2.115,1.295
4.86,-0.3308,0.7076,2.22,1.095
4.89,-0.2628,0.7372,2.307,0.8831
4.92,-0.1926,0.7603,2.374,0.6621
4.95,-0.1206,0.7766,2.421,0.4335
4.98,-0.04748,0.7859,2.448,0.1995
5.01,0.0261,0.7882,2.453,-0.0374
5.04,0.09952,0.7834,2.438,-0.275
5.07,0.1722,0.7715,2.401,-0.511
5.1,0.2433,0.7525,2.343,-0.743
5.13,0.3125,0.7267,2.264,-0.9689
5.16,0.3789,0.6943,2.165,-1.187
5.19,0.4421,0.6555,2.047,-1.394
5.22,0.5015,0.6107,1.911,-1.589
5.25,0.5565,0.5603,1.757,-1.77
5.28,0.6066,0.5048,1.587,-1.935
5.31,0.6514,0.4446,1.402,-2.082
5.34,0.6904,0.3803,1.204,-2.209
5.37,0.7234,0.3125,0.9939,-2.315
5.4,0.7498,0.2419,0.7741,-2.398
5.43,0.7696,0.1692,0.5462,-2.457
5.46,0.7824,0.09505,0.3122,-2.491
5.49,0.7882,0.02028,0.07422,-2.499
5.52,0.7868,-0.0544,-0.1652,-2.482
5.55,0.7783,-0.1283,-0.4033,-2.442
5.58,0.7628,-0.2006,-0.6376,-2.38
5.61,0.7403,-0.2709,-0.8653,-2.298
5.64,0.7111,-0.3384,-1.084,-2.197
5.67,0.6756,-0.4027,-1.291,-2.081
5.7,0.634,-0.4633,-1.486,-1.949
5.73,0.5868,-0.5198,-1.665,-1.803
5.76,0.5345,-0.5716,-1.828,-1.644
5.79,0.4775,-0.6185,-1.975,-1.472
5.82,0.4164,-0.6601,-2.103,-1.289
5.85,0.3518,-0.696,-2.212,-1.095
5.88,0.2841,-0.7259,-2.302,-0.8923
5.91,0.214,-0.7496,-2.372,-0.6811
5.94,0.1421,-0.7668,-2.421,-0.4632
5.97,0.06903,-0.7774,-2.45,-0.2405
6,-0.004604,-0.7812,-2.458,-0.01468
6.03,-0.07816,-0.7783,-2.444,0.2122
6.06,-0.151,-0.7685,-2.41,0.4383
6.09,-0.2225,-0.7519,-2.355,0.6614
6.12,-0.2921,-0.7287,-2.28,0.8796
6.15,-0.3591,-0.6991,-2.185,1.091
6.18,-0.423,-0.6632,-2.071,1.293
6.21,-0.4832,-0.6214,-1.938,1.485
6.24,-0.5391,-0.5741,-1.788,1.664
6.27,-0.5903,-0.5216,-1.622,1.829
6.3,-0.6363,-0.4643,-1.442,1.977
6.33,-0.6767,-0.4029,-1.248,2.108
6.36,-0.7111,-0.3379,-1.042,2.219
6.39,-0.7392,-0.2698,-0.8267,2.309
6.42,-0.7607,-0.1994,-0.603,2.378
6.45,-0.7754,-0.1272,-0.3734,2.424
6.48,-0.7831,-0.05394,-0.14,2.448
6.51,-0.7839,0.01971,0.09477,2.45
6.54,-0.7776,0.09308,0.3285,2.429
6.57,-0.7644,0.1655,0.5586,2.389
6.6,-0.7443,0.2365,0.7829,2.329
6.63,-0.7177,0.3053,0.999,2.25
6.66,-0.6847,0.3715,1.205,2.153
6.69,-0.6457,0.4346,1.4,2.039
6.72,-0.601,0.4939,1.581,1.908
6.75,-0.5511,0.549,1.748,1.761
6.78,-0.4964,0.5994,1.9,1.598
6.81,-0.4374,0.6447,2.035,1.421
6.84,-0.3745,0.6844,2.152,1.229
6.87,-0.3084,0.7182,2.251,1.025
6.9,-0.2397,0.7456,2.332,0.8104
6.93,-0.1687,0.7665,2.392,0.5866
6.96,-0.09631,0.7805,2.433,0.356
6.99,-0.02298,0.7875,2.452,0.1208
7.02,0.05062,0.7874,2.451,-0.1166
7.05,0.1238,0.7802,2.428,-0.354
7.08,0.1961,0.7659,2.384,-0.5889
7.11,0.2666,0.7447,2.319,-0.8191
7.14,0.335,0.7167,2.233,-1.042
7.17,0.4004,0.6821,2.128,-1.257
7.2,0.4624,0.6413,2.004,-1.46
7.23,0.5203,0.5946,1.861,-1.651
7.26,0.5738,0.5424,1.702,-1.827
7.29,0.6222,0.4852,1.526,-1.986
7.32,0.6651,0.4236,1.337,-2.127
7.35,0.7021,0.358,1.135,-2.247
7.38,0.7329,0.2892,0.9216,-2.346
7.41,0.7572,0.2179,0.699,-2.421
7.44,0.7746,0.1446,0.4688,-2.471
7.47,0.7851,0.07017,0.2332,-2.496
7.5,0.7885,-0.004658,-0.005523,-2.496
7.53,0.7848,-0.07915,-0.2448,-2.472
7.56,0.7739,-0.1526,-0.482,-2.424
7.59,0.756,-0.2243,-0.7144,-2.355
7.62,0.7313,-0.2937,-0.9393,-2.266
7.65,0.7,-0.3602,-1.154,-2.16
7.68,0.6624,-0.4234,-1.358,-2.038
7.71,0.6189,-0.4826,-1.547,-1.901
7.74,0.5699,-0.5376,-1.721,-1.751
7.77,0.516,-0.5878,-1.879,-1.588
7.8,0.4576,-0.633,-2.019,-1.412
7.83,0.3952,-0.6727,-2.141,-1.226
7.86,0.3295,-0.7066,-2.244,-1.029
7.89,0.261,-0.7345,-2.327,-0.8228
7.92,0.1902,-0.7561,-2.391,-0.6091
7.95,0.1178,-0.7711,-2.433,-0.3894
7.98,0.04452,-0.7794,-2.455,-0.1655
8.01,-0.02916,-0.781,-2.456,0.06092
8.04,-0.1026,-0.7758,-2.435,0.2878
8.07,-0.175,-0.7637,-2.394,0.513
8.1,-0.246,-0.7449,-2.332,0.7348
8.13,-0.3148,-0.7196,-2.25,0.9509
8.16,-0.3808,-0.6878,-2.149,1.159
8.19,-0.4435,-0.6499,-2.028,1.359
8.22,-0.5023,-0.6063,-1.89,1.546
8.25,-0.5567,-0.5571,-1.735,1.721
8.28,-0.6062,-0.503,-1.564,1.88
8.31,-0.6504,-0.4443,-1.378,2.023
8.34,-0.6888,-0.3816,-1.181,2.147
8.37,-0.7212,-0.3155,-0.9714,2.251
8.4,-0.7471,-0.2466,-0.7529,2.335
8.43,-0.7663,-0.1755,-0.5271,2.396
8.46,-0.7787,-0.1029,-0.2959,2.435
8.49,-0.7842,-0.0294,-0.06179,2.451
8.52,-0.7826,0.04422,0.1729,2.445
8.55,-0.774,0.1174,0.4057,2.418
8.58,-0.7585,0.1894,0.6341,2.371
8.61,-0.7362,0.2597,0.8559,2.304
8.64,-0.7074,0.3277,1.069,2.219
8.67,-0.6723,0.3929,1.271,2.117
8.7,-0.6314,0.4548,1.462,1.997
8.73,-0.5849,0.5127,1.638,1.861
8.76,-0.5334,0.5663,1.8,1.709
8.79,-0.4772,0.6151,1.946,1.541
8.82,-0.4168,0.6586,2.076,1.358
8.85,-0.3528,0.6963,2.187,1.163
8.88,-0.2858,0.728,2.28,0.9548
8.91,-0.2162,0.7533,2.354,0.7367
8.94,-0.1447,0.7719,2.408,0.5104
8.97,-0.07194,0.7836,2.441,0.278
9,0.001551,0.7883,2.454,0.0418
9.03,0.0751,0.7858,2.445,-0.1959
9.06,0.1481,0.7762,2.415,-0.4326
9.09,0.2198,0.7596,2.364,-0.6662
9.12,0.2897,0.7361,2.293,-0.8944
9.15,0.3571,0.7059,2.201,-1.115
9.18,0.4215,0.6692,2.089,-1.326
9.21,0.4822,0.6263,1.958,-1.525
9.24,0.5387,0.5777,1.81,-1.711
9.27,0.5905,0.5239,1.645,-1.882
9.3,0.6371,0.4651,1.465,-2.035
